ID_Cod,Proprietario_Nome,Proprietario_DatasExtremas,Proprietario_Titulo,Proprietario_Titulo_DatasExtremas,TipoDoc,Descricao,Obra,AtribuicaoAlternatObra,Sinopse_Obra,ProbAtribObra,GenLit_Descricao,TradicaoIntelectual_Obra,AtribuicaoAlternatAutor,Nome_Autor,BioAbreviada_Autor,EstatutoAutor,NumCopias,OrigemGeografica_Autor,LocalNasc_Autor,Latitude_Autor,Longitude_Autor,LocalMorte_Autor,CatLit_Descricao,ProbAtribAutor,EpocaHistorica_Autor,DataNasc_Autor,DataMorte_Autor,Idioma,Forma,Suporte,DataProdOriginal_Obra,LugarProdOriginal_Obra,CopiasArquivisticas_Obra,EdicoesTextuais_Obra
64,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Doze cadernos de procissões pequenos e encadernados.,Processionário,,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
65,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Doze cadernos de procissões pequenos e encadernados.,Processionário,,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
66,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Doze cadernos de procissões pequenos e encadernados.,Processionário,,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
67,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um livro de canto de órgão em papel, coberto de couro vermelho.",Antifonário (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
68,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um livro de salmos, apontado, de pergaminho, encadernado com couro vermelho e pregos de latão.",Saltério,,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
69,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um caderno de pergaminho, apontado, que contém as missas do ofício do anjo.",Antifonário (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
70,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um caderno de canto de órgão da missa de Roma, em papel da marca grande.",Antifonário (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
71,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um livro grande, de marca maior (em papel), de canto de órgão, encadernado em pelo de carneiro.",Antifonário (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
72,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um livro grande de canto de órgão, coberto de couro preto.",Antifonário (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
73,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um livro de vésperas, em pergaminho apontado, coberto de couro que já havia sido branco.",Livro de Orações (genérico),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
74,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um oficial de missas místico, apontado, de pergaminho, coberto de couro de veado.",Antifonário (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
75,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um missal, em pergaminho, manuscrito e iluminado, com uma capa de veludo carmesim, adorada com prata.",Missal,,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
76,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Dois livros da Vita Christi.,Vida de Cristo (Vita Christi),,Em classificação,Em classificação,Espiritualidade cristã,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
77,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Dois livros da Vita Christi.,Vida de Cristo (Vita Christi),,Em classificação,Em classificação,Espiritualidade cristã,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
78,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um livro da Contemplação de Nosso Senhor, por Frei João Boaventura, manuscrito.",Meditações sobre a Vida de Cristo,,Em classificação,Em classificação,Espiritualidade cristã,Em classificação,,Ps. Boaventura,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Idade Média Central (XI-XIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
79,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Um Genesy Alfonse.,Em classificação,,Em classificação,Em classificação,Historiografia,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,História,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
80,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Um livro Vida Angélica.,Vida Angelica,,Em classificação,Em classificação,Espiritualidade cristã,Em classificação,,Não aplicável,Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Indeterminada,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
81,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Um livro manuscrito e encadernado com couro roxo.,Indeterminada,,Em classificação,Em classificação,Desconhecido,Indeterminada,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Desconhecida,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
82,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Um livro da Corte Imperial.,Livro da Corte Imperial,,Em classificação,Em classificação,Espiritualidade cristã,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
83,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um Sacramental, impresso.",Sacramental (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
84,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um Catecismo, impresso em português.",Livro catequético (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
85,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Um livro das Penas do inferno e da glória final.,Penitencial (geral),,Em classificação,Em classificação,Espiritualidade cristã,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
86,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um breviário de pergaminho, manuscrito, com tecido e brochas de prata, com as divisas da infanta D. Beatriz, com uma funda.",Breviário (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
87,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Livro de rezar (livro de horas) iluminado, coberto com uma funda de chamalote verde, com brochas de para esmaltadas a ouro e uma cruz de Cristo no meio.",Livro de Orações (genérico),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
88,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um livro Diurnal, impresso, coberto de veludo preto, com doze chapas de ouro esmaltado.",Breviário (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
89,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Um breviário, manuscrito, iluminado e rico, com chapas e brochas de prata e ouro.",Breviário (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
90,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,Um Flos Santorum,Lenda Dourada (Legenda Aurea),,Em classificação,Em classificação,Hagiografia,Em classificação,,Tiago de Voragine (Jacobus de Voragine),Em classificação,Autor,1,Península Itálica,Varazze,"44° 21' 0"" N","8° 34' 0"" E",Génova,Espiritualidade e religiosidade,Em classificação,Idade Média Central (XI-XIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
91,D. Beatriz,1430-1506,Duquesa de Beja-Viseu,1447-1506,Livro de Receitas e Despesas,"Confessional, impresso, coberto de baldréu vermelho.",Sacramental (geral),,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Autor,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
92,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Pontifical,Pontifical (Liber Pontificalis),,Em classificação,Em classificação,Historiografia,Renascimento carolíngio,,"Anastácio, o Bibliotecário (Anastasius Bibliothecarius)",Em classificação,Autor,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",Roma,História,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
93,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,"Marco Paulo, latim e linguagem, em 1 volume",Livro de Marco Polo,,Em classificação,Em classificação,Viagens,Viagens ao oriente,,Marco Polo,Em classificação,Autor,1,Península Itálica,Veneza,"45° 26' 0"" N","12° 20' 0"" E",Veneza,Técnica,Em classificação,Idade Média Central (XI-XIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
